Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F
Sample1593	409	179	167	25	165	82
Sample1594	493	80	206	28	121	56
Sample1595	332	172	148	58	31	235
Sample1596	428	108	139	150	86	107
Sample1597	166	408	4	203	185	0
Sample1598	536	8	175	113	96	72
Sample1599	416	13	80	178	104	215
Sample1600	416	69	192	182	56	112
Sample1601	549	112	81	123	67	76
Sample1602	521	65	146	111	38	105
Sample1603	578	86	135	14	139	56
Sample1604	112	272	165	238	249	0
Sample1605	156	281	15	259	266	0
Sample1606	82	403	116	261	85	27
Sample1607	500	93	189	76	93	49
Sample1608	515	147	89	71	109	61
Sample1609	514	145	128	57	52	96
Sample1610	533	133	118	125	83	34
Sample1611	133	194	192	251	266	0
Sample1612	484	156	173	78	71	66
Sample1613	443	113	132	119	89	112
Sample1614	491	93	149	151	53	77
Sample1615	153	348	3	213	248	0
Sample1616	507	146	120	64	88	101
Sample1617	196	320	0	225	241	0
Sample1618	141	8	518	293	0	12
Sample1619	83	364	0	152	354	49
Sample1620	115	0	209	0	379	296
Sample1621	459	100	178	153	56	38
Sample1622	495	94	216	16	127	44
Sample1623	318	145	241	83	134	63
Sample1624	130	475	100	174	145	0
Sample1625	500	82	132	162	36	96
Sample1626	179	0	173	200	139	317
Sample1627	33	285	0	204	368	117
Sample1628	140	279	278	189	50	90
Sample1629	518	135	162	72	51	62
Sample1630	196	322	84	84	290	0
Sample1631	238	78	294	161	115	128
Sample1632	285	0	88	288	76	279
Sample1633	332	7	533	0	0	111
Sample1634	514	109	194	115	10	58
Sample1635	570	144	32	144	84	26
Sample1636	452	85	0	261	20	149
Sample1637	284	264	169	42	91	137
Sample1638	550	109	72	101	92	62
Sample1639	633	67	52	113	96	31
Sample1640	567	99	60	111	64	85
Sample1641	576	99	57	111	87	78
Sample1642	305	321	81	60	31	177
Sample1643	560	257	24	60	60	52
Sample1644	224	388	0	101	253	0
Sample1645	141	8	518	293	0	12
Sample1646	494	156	118	110	73	75
Sample1647	165	16	118	322	49	348
Sample1648	213	318	58	237	150	0
Sample1649	107	290	182	165	272	0
Sample1650	127	372	109	232	139	0
Sample1651	321	300	0	149	78	146
Sample1652	253	0	59	327	67	307
Sample1653	152	470	108	167	91	0
Sample1654	526	171	22	138	120	41
Sample1655	93	265	149	335	139	0
Sample1656	141	8	518	293	0	12
Sample1657	403	173	199	145	8	64
Sample1658	508	107	140	169	0	106
Sample1659	487	164	229	50	0	60
Sample1660	576	31	94	157	70	80
Sample1661	476	140	110	122	134	37
Sample1662	91	382	76	240	184	0
Sample1663	435	164	59	181	169	0
Sample1664	573	62	64	105	86	95
Sample1665	629	69	89	18	68	99
Sample1666	23	352	443	0	0	200
Sample1667	47	324	0	273	345	26
Sample1668	299	317	2	167	63	125
Sample1669	145	451	31	208	133	0
Sample1670	237	280	235	6	184	40
Sample1671	561	67	89	150	61	86
Sample1672	332	7	533	0	0	111
Sample1673	471	122	85	206	122	2
Sample1674	576	86	69	153	67	57
Sample1675	519	90	143	63	110	67
Sample1676	176	447	35	178	137	0
Sample1677	258	396	62	88	222	0
Sample1678	561	128	86	85	92	48
Sample1679	162	307	89	274	137	0
Sample1680	225	60	35	247	98	347
Sample1681	488	73	131	130	79	84
Sample1682	309	185	204	143	67	115
Sample1683	127	411	112	195	130	0
Sample1684	283	0	100	252	0	346
Sample1685	172	354	0	234	222	0
Sample1686	332	7	533	0	0	111
Sample1687	563	89	116	97	53	71
Sample1688	543	62	144	67	97	72
Sample1689	526	102	151	71	59	91
Sample1690	430	47	169	198	51	97
Sample1691	49	130	507	156	5	175
Sample1692	455	143	149	39	194	0
Sample1693	450	135	188	145	0	96
Sample1694	99	521	9	193	157	0
Sample1695	156	444	94	169	164	0
Sample1696	219	394	48	170	34	129
Sample1697	545	97	79	165	65	49
Sample1698	298	265	158	0	147	155
Sample1699	191	383	167	128	144	22
Sample1700	556	115	121	59	49	100
Sample1701	530	67	182	126	7	96
Sample1702	422	160	43	218	0	137
Sample1703	359	198	159	134	0	179
Sample1704	525	125	98	57	207	5
Sample1705	232	362	0	153	203	23
Sample1706	247	253	245	73	7	157
Sample1707	556	105	60	77	124	86
Sample1708	141	8	518	293	0	12
Sample1709	481	147	108	158	53	68
Sample1710	438	25	214	75	149	91
Sample1711	465	24	132	178	85	116
Sample1712	554	0	203	63	78	81
Sample1713	141	8	518	293	0	12
Sample1714	202	183	184	192	219	0
